epoch,accuracy,learning_rate,loss,top3,val_accuracy,val_loss,val_top3
0,0.5141026973724365,0.0010000000474974513,1.9700008630752563,0.7335468530654907,0.47862452268600464,2.4081156253814697,0.7927509546279907
1,0.844818651676178,0.0010000000474974513,0.6684894561767578,0.9735509753227234,0.7574349641799927,1.1875011920928955,0.9739776849746704
2,0.9225126504898071,0.0010000000474974513,0.34932148456573486,0.9874987006187439,0.8791821599006653,0.5050430297851562,0.9842007160186768
3,0.9484450817108154,0.0010000000474974513,0.23015709221363068,0.990598201751709,0.9191449880599976,0.30409178137779236,0.9851301312446594
4,0.9535076022148132,0.0010000000474974513,0.1804579794406891,0.9932844042778015,0.9302973747253418,0.23388610780239105,0.9869888424873352
5,0.9622895121574402,0.0010000000474974513,0.1446528136730194,0.9944208860397339,0.9442379474639893,0.19401180744171143,0.9907063245773315
6,0.9662154912948608,0.0010000000474974513,0.12954950332641602,0.9949374794960022,0.9544609785079956,0.16802836954593658,0.9888476133346558
7,0.9691084027290344,0.0010000000474974513,0.11287631839513779,0.9959706664085388,0.9321561455726624,0.2212684601545334,0.9888476133346558
8,0.9706581234931946,0.0010000000474974513,0.10120625048875809,0.9970037937164307,0.9451673030853271,0.166519895195961,0.9916356801986694
9,0.9746874570846558,0.0010000000474974513,0.08901379257440567,0.9974170923233032,0.9498141407966614,0.16393296420574188,0.99349445104599
10,0.9722078442573547,0.0010000000474974513,0.09269722551107407,0.9967972040176392,0.9414498209953308,0.18884819746017456,0.9925650358200073
11,0.9754106998443604,0.0010000000474974513,0.08573751151561737,0.9971071481704712,0.9516728520393372,0.1404532641172409,0.9944238066673279
12,0.9773737192153931,0.0010000000474974513,0.07838835567235947,0.9974170923233032,0.9553903341293335,0.13206571340560913,0.9962825179100037
13,0.9786134958267212,0.0010000000474974513,0.0691620334982872,0.9982436299324036,0.9553903341293335,0.11851360648870468,0.9972118735313416
14,0.9799566268920898,0.0010000000474974513,0.06507108360528946,0.9982436299324036,0.9665427803993225,0.10274731367826462,0.9953531622886658
15,0.979336678981781,0.0010000000474974513,0.06681684404611588,0.997520387172699,0.9581784605979919,0.1249087005853653,0.9944238066673279
16,0.98150634765625,0.0010000000474974513,0.059657055884599686,0.9982436299324036,0.9739776849746704,0.08872410655021667,0.9962825179100037
17,0.9799566268920898,0.0010000000474974513,0.061041247099637985,0.998140275478363,0.9637546539306641,0.11718017607927322,0.9962825179100037
18,0.981816291809082,0.0010000000474974513,0.058777838945388794,0.9986568689346313,0.9581784605979919,0.13262641429901123,0.9953531622886658
19,0.9827461242675781,0.0010000000474974513,0.05479995906352997,0.9991734623908997,0.946096658706665,0.17717792093753815,0.9953531622886658
20,0.9819196462631226,0.0010000000474974513,0.053100451827049255,0.9988635182380676,0.9618958830833435,0.11665824800729752,0.9953531622886658
21,0.9830561280250549,0.0010000000474974513,0.04820413514971733,0.9989668130874634,0.9693308472633362,0.09935420006513596,0.9953531622886658
22,0.9835726618766785,0.0010000000474974513,0.04836280271410942,0.9986568689346313,0.9405204653739929,0.18962246179580688,0.9972118735313416
23,0.9847091436386108,0.0005000000237487257,0.04614277184009552,0.9992767572402954,0.9804832935333252,0.07419092953205109,0.9972118735313416
24,0.9879119992256165,0.0005000000237487257,0.03774019703269005,0.9994834065437317,0.9628252983093262,0.119140625,0.9981412887573242
25,0.988118588924408,0.0005000000237487257,0.036666519939899445,0.9993801116943359,0.9693308472633362,0.09376051276922226,0.9972118735313416
26,0.9893584251403809,0.0005000000237487257,0.03319689631462097,0.9991734623908997,0.9767658114433289,0.08423631638288498,0.9990706443786621
27,0.9890484809875488,0.0005000000237487257,0.03269319608807564,0.9995867609977722,0.9749070405960083,0.08063116669654846,0.9972118735313416
28,0.9901849627494812,0.0005000000237487257,0.031991031020879745,0.9995867609977722,0.964684009552002,0.09259004890918732,0.9981412887573242
29,0.9896683692932129,0.0005000000237487257,0.03087705373764038,0.9994834065437317,0.9749070405960083,0.08460235595703125,0.9981412887573242
30,0.9903915524482727,0.0002500000118743628,0.027607552707195282,0.9995867609977722,0.9721189737319946,0.08536149561405182,0.9962825179100037
31,0.9928711652755737,0.0002500000118743628,0.02658425085246563,0.9994834065437317,0.9739776849746704,0.08345939218997955,0.9981412887573242
32,0.9913214445114136,0.0002500000118743628,0.027222272008657455,0.9995867609977722,0.9739776849746704,0.08512894809246063,0.9962825179100037
33,0.9907014966011047,0.0002500000118743628,0.027741452679038048,0.9994834065437317,0.9795538783073425,0.07683715969324112,0.9962825179100037
34,0.9911147952079773,0.0002500000118743628,0.028350111097097397,0.9998967051506042,0.9786245226860046,0.06680417060852051,0.9953531622886658
35,0.990908145904541,0.0002500000118743628,0.02531762421131134,0.9998967051506042,0.9795538783073425,0.0631818100810051,0.9972118735313416
36,0.9926645159721375,0.0002500000118743628,0.025046419352293015,0.9993801116943359,0.9776951670646667,0.07744589447975159,0.9953531622886658
37,0.9918379783630371,0.0002500000118743628,0.02468276396393776,0.9997933506965637,0.9832713603973389,0.061724524945020676,0.9962825179100037
38,0.992457926273346,0.0002500000118743628,0.02520805224776268,0.9994834065437317,0.9795538783073425,0.07267497479915619,0.9962825179100037
39,0.99307781457901,0.0002500000118743628,0.023004984483122826,0.9995867609977722,0.9767658114433289,0.07547010481357574,0.9962825179100037
40,0.9922512769699097,0.0002500000118743628,0.023297900334000587,0.9997933506965637,0.975836455821991,0.08834582567214966,0.9962825179100037
41,0.9917346835136414,0.0002500000118743628,0.02406483143568039,0.9997933506965637,0.9804832935333252,0.06425990164279938,0.9972118735313416
