epoch,learning_rate,loss,val_accuracy,val_loss,val_top3
0,0.0003000000142492354,5.019748687744141,0.04842931777238846,4.689023017883301,0.10602094233036041
1,0.0003000000142492354,4.096627235412598,0.060209423303604126,4.4632086753845215,0.14005236327648163
2,0.0003000000142492354,3.551281690597534,0.10929319262504578,4.313470363616943,0.2310209423303604
3,0.0003000000142492354,3.0748701095581055,0.15052355825901031,3.695258378982544,0.3592931926250458
4,0.0003000000142492354,2.704509735107422,0.20876963436603546,3.8390796184539795,0.39528796076774597
5,0.0003000000142492354,2.4286301136016846,0.24410994350910187,4.079006671905518,0.4273560345172882
6,0.0003000000142492354,2.170274019241333,0.3409685790538788,2.9528942108154297,0.5772251486778259
7,0.0003000000142492354,1.9343478679656982,0.29908376932144165,3.182638168334961,0.5680628418922424
8,0.0003000000142492354,1.761472463607788,0.36125653982162476,2.7857043743133545,0.621073305606842
9,0.0003000000142492354,1.6271475553512573,0.4273560345172882,2.431187868118286,0.7212041616439819
10,0.0003000000142492354,1.502876877784729,0.4640052318572998,2.3856465816497803,0.731675386428833
11,0.0003000000142492354,1.4166500568389893,0.5287958383560181,2.1402833461761475,0.8023560047149658
12,0.0003000000142492354,1.3045573234558105,0.47905758023262024,2.3637938499450684,0.7558900713920593
13,0.0003000000142492354,1.246260643005371,0.5320680737495422,1.9099972248077393,0.8658376932144165
14,0.0003000000142492354,1.1882961988449097,0.4921466112136841,2.21404767036438,0.753926694393158
15,0.0003000000142492354,1.1283454895019531,0.45091623067855835,2.656909942626953,0.7094240784645081
16,0.0003000000142492354,1.102730631828308,0.606675386428833,1.7708814144134521,0.8867800831794739
17,0.0003000000142492354,1.0558319091796875,0.5962041616439819,1.890916109085083,0.8344240784645081
18,0.0003000000142492354,1.0156055688858032,0.5418848395347595,2.150381088256836,0.7899214625358582
19,0.0003000000142492354,0.9897611141204834,0.6099476218223572,2.0292718410491943,0.7918848395347595
20,0.0003000000142492354,0.9688006639480591,0.6871727705001831,1.5949814319610596,0.8880890011787415
21,0.0003000000142492354,0.9385650753974915,0.6387434601783752,1.8229539394378662,0.8376963138580322
22,0.0003000000142492354,0.903873860836029,0.753926694393158,1.3059154748916626,0.9345549941062927
23,0.0003000000142492354,0.8950360417366028,0.6537958383560181,1.7180612087249756,0.8802356123924255
24,0.0003000000142492354,0.8760375380516052,0.6623036861419678,1.6093039512634277,0.8619109988212585
25,0.0003000000142492354,0.8768808245658875,0.6956806182861328,1.5620561838150024,0.8867800831794739
26,0.0003000000142492354,0.8547567129135132,0.532722532749176,2.1926028728485107,0.7663612365722656
27,0.0003000000142492354,0.8390389084815979,0.6459423899650574,1.6005228757858276,0.8795811533927917
28,0.0003000000142492354,0.8344554305076599,0.6695026159286499,1.6114766597747803,0.8815445303916931
29,0.0001500000071246177,0.7741064429283142,0.8494764566421509,1.0619750022888184,0.9620419144630432
30,0.0001500000071246177,0.7492085695266724,0.8370419144630432,1.0997799634933472,0.9548429250717163
31,0.0001500000071246177,0.7459947466850281,0.7787958383560181,1.2520581483840942,0.9345549941062927
32,0.0001500000071246177,0.7389968037605286,0.7113874554634094,1.5022202730178833,0.8907067775726318
33,0.0001500000071246177,0.7280013561248779,0.8553664684295654,1.019282341003418,0.977748692035675
34,0.0001500000071246177,0.7167075276374817,0.7859947681427002,1.2245397567749023,0.9404450058937073
35,0.0001500000071246177,0.7148653864860535,0.8043193817138672,1.1504896879196167,0.948952853679657
36,0.0001500000071246177,0.7073699831962585,0.8619109988212585,0.9998658895492554,0.9692408442497253
37,0.0001500000071246177,0.701076328754425,0.8795811533927917,0.946211576461792,0.9849476218223572
38,0.0001500000071246177,0.6953941583633423,0.8998690843582153,0.8983123302459717,0.9875654578208923
39,0.0001500000071246177,0.6820573210716248,0.7938481569290161,1.1819078922271729,0.9528796076774597
40,0.0001500000071246177,0.6887981295585632,0.6570680737495422,1.7130247354507446,0.8507853150367737
41,0.0001500000071246177,0.6818486452102661,0.727748692035675,1.4480009078979492,0.8979057669639587
42,0.0001500000071246177,0.6728798747062683,0.731675386428833,1.4156279563903809,0.9070680737495422
43,0.0001500000071246177,0.6665504574775696,0.8128272294998169,1.1416761875152588,0.9600785374641418
44,0.0001500000071246177,0.6662768125534058,0.7846858501434326,1.254630208015442,0.9371727705001831
45,7.500000356230885e-05,0.6481879949569702,0.8448953032493591,1.0306261777877808,0.9640052318572998
46,7.500000356230885e-05,0.6413404941558838,0.7918848395347595,1.2409985065460205,0.9397905468940735
47,7.500000356230885e-05,0.6402712464332581,0.7853403091430664,1.2257466316223145,0.9443717002868652
48,7.500000356230885e-05,0.637139618396759,0.7467277646064758,1.3601590394973755,0.9109947681427002
49,7.500000356230885e-05,0.632085919380188,0.8992146849632263,0.8534473180770874,0.9869109988212585
50,7.500000356230885e-05,0.6307985782623291,0.8082460761070251,1.1302847862243652,0.9731675386428833
51,7.500000356230885e-05,0.6255127191543579,0.7565445303916931,1.358803153038025,0.9221203923225403
52,7.500000356230885e-05,0.6239661574363708,0.7670156955718994,1.3272035121917725,0.9227748513221741
53,7.500000356230885e-05,0.6240437030792236,0.8115183115005493,1.148235559463501,0.9548429250717163
