epoch,learning_rate,loss,val_accuracy,val_loss,val_top3
0,0.00039999998989515007,4.596285343170166,0.046572934836149216,4.7004241943359375,0.12829525768756866
1,0.00039999998989515007,3.606304407119751,0.0386643223464489,4.610232353210449,0.1546572893857956
2,0.00039999998989515007,2.9529712200164795,0.1625659018754959,4.028223991394043,0.2970122992992401
3,0.00039999998989515007,2.5033257007598877,0.20035149157047272,3.6433727741241455,0.39806678891181946
4,0.00039999998989515007,2.1979217529296875,0.2759226858615875,3.4395880699157715,0.48330405354499817
5,0.00039999998989515007,1.9746564626693726,0.28295254707336426,3.4956438541412354,0.4912126660346985
6,0.00039999998989515007,1.8321678638458252,0.28471001982688904,3.5473415851593018,0.5017574429512024
7,0.00039999998989515007,1.715995192527771,0.28558874130249023,3.6126325130462646,0.5123022794723511
8,0.00039999998989515007,1.6327522993087769,0.40070298314094543,3.148353099822998,0.6590509414672852
9,0.00039999998989515007,1.5825331211090088,0.2803163528442383,3.684609889984131,0.48681896924972534
10,0.00039999998989515007,1.5463613271713257,0.5588752031326294,2.4698069095611572,0.7917398810386658
11,0.00039999998989515007,1.465252161026001,0.3488576412200928,3.5351336002349854,0.5562390089035034
12,0.00039999998989515007,1.4607830047607422,0.47627416253089905,2.733515977859497,0.7073813676834106
13,0.00039999998989515007,1.4323837757110596,0.5632688999176025,2.350670576095581,0.7759226560592651
14,0.00039999998989515007,1.4029948711395264,0.5957821011543274,2.306039333343506,0.8022847175598145
15,0.00039999998989515007,1.365787386894226,0.4516696035861969,3.1025021076202393,0.5957821011543274
16,0.00039999998989515007,1.3742847442626953,0.5588752031326294,2.6059048175811768,0.7372583746910095
17,0.00039999998989515007,1.3329583406448364,0.4982425272464752,2.6909096240997314,0.7293497323989868
18,0.00039999998989515007,1.3325378894805908,0.629173994064331,2.1603479385375977,0.8119508028030396
19,0.00039999998989515007,1.305857539176941,0.5202109217643738,2.6627228260040283,0.7065026164054871
20,0.00039999998989515007,1.2955104112625122,0.6151142120361328,2.1894311904907227,0.8154657483100891
21,0.00039999998989515007,1.2814017534255981,0.365553617477417,3.471367359161377,0.5298769474029541
22,0.00039999998989515007,1.2614365816116333,0.48506152629852295,2.8813223838806152,0.6590509414672852
23,0.00039999998989515007,1.2640068531036377,0.7275922894477844,1.7748875617980957,0.8945518732070923
24,0.00039999998989515007,1.2667049169540405,0.577328622341156,2.400214433670044,0.7671353220939636
25,0.00039999998989515007,1.2556045055389404,0.5289982557296753,2.5806081295013428,0.7724077105522156
26,0.00039999998989515007,1.2347809076309204,0.4393673241138458,2.8925139904022217,0.6555360555648804
